REQUEST_ID,XH,TERM_ID,DOMAIN,BASE_SCORE,BEHAVIOR_DELTA,SUBGROUP_DELTA,FINAL_SCORE,ROUTING_REASON,CONFIDENCE_ZONE,ENTERED_BEHAVIOR_CORRECTOR,ENTERED_SINGLE_FAIL_EXPERT,STUDY_CORE_SCORE,STUDY_BEHAVIOR_SCORE,STUDY_FINAL_SCORE,DOMAIN_SCORE,DOMAIN_CONFIDENCE,RISK_LEVEL,STUDY_DATA_MODE,STUDY_QUALITY_FLAG,MODEL_VERSION,FEATURE_VERSION,MODEL_NAME,MODEL_SOURCE,TOP_FEATURE_1,TOP_FEATURE_1_VALUE,TOP_FEATURE_2,TOP_FEATURE_2_VALUE,TOP_FEATURE_3,TOP_FEATURE_3_VALUE,QUALITY_ROOT_CAUSE,EXPLANATION_TEXT,SOURCE_TABLE
study_infer_serving_request,pjxyqxbj710,2024-2025-2,study,0.7636619373444566,0.0,0.0,0.7636619373444566,base_only_confident,high_conf_positive,False,False,0.7636619373444566,,0.7636619373444566,0.7636619373444566,0.5273238746889133,high,core_plus_behavior,behavior_ready,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_GRADE_AVG_SCORE,60.0,FEATURE_COURSE_CREDIT_SUM,48.0,FEATURE_GRADE_CREDIT_SUM,9.2,ok,本次推理为 core_plus_behavior 模式，核心学习分 0.7637，最终分 0.7637，主要特征为 FEATURE_GRADE_AVG_SCORE=60.0；FEATURE_COURSE_CREDIT_SUM=48.0；FEATURE_GRADE_CREDIT_SUM=9.2,infer
study_infer_serving_request,pjxyqxbj709,2024-2025-2,study,0.17760442304232424,0.0,0.0,0.17760442304232424,base_only_confident,high_conf_negative,False,False,0.17760442304232424,,0.17760442304232424,0.17760442304232424,0.6447911539153515,low,core_plus_behavior,behavior_ready,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_GRADE_AVG_SCORE,78.0,FEATURE_COURSE_CREDIT_SUM,64.0,FEATURE_GRADE_MIN_SCORE,60.0,ok,本次推理为 core_plus_behavior 模式，核心学习分 0.1776，最终分 0.1776，主要特征为 FEATURE_GRADE_AVG_SCORE=78.0；FEATURE_COURSE_CREDIT_SUM=64.0；FEATURE_GRADE_MIN_SCORE=60.0,infer
study_infer_serving_request,pjxyqxbj691,2024-2025-2,study,0.04245755448795794,0.0,0.0,0.04245755448795794,base_only_confident,high_conf_negative,False,False,0.04245755448795794,,0.04245755448795794,0.04245755448795794,0.9150848910240841,low,core_only,core_stable,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_GRADE_AVG_SCORE,72.5,FEATURE_COURSE_CREDIT_SUM,52.0,FEATURE_GRADE_MIN_SCORE,62.0,join_failure_or_low_coverage,本次推理为 core_only 模式，核心学习分 0.0425，最终分 0.0425，主要特征为 FEATURE_GRADE_AVG_SCORE=72.5；FEATURE_COURSE_CREDIT_SUM=52.0；FEATURE_GRADE_MIN_SCORE=62.0；质量提醒：feature family join likely failed or source coverage too low,infer
study_infer_serving_request,pjxyqxbj566,2024-2025-2,study,0.055276991772993736,0.0,0.0,0.055276991772993736,base_only_confident,high_conf_negative,False,False,0.055276991772993736,,0.055276991772993736,0.055276991772993736,0.8894460164540126,low,core_plus_behavior,behavior_ready,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_GRADE_AVG_SCORE,84.625,FEATURE_COURSE_CREDIT_SUM,56.0,FEATURE_GRADE_MIN_SCORE,76.0,ok,本次推理为 core_plus_behavior 模式，核心学习分 0.0553，最终分 0.0553，主要特征为 FEATURE_GRADE_AVG_SCORE=84.625；FEATURE_COURSE_CREDIT_SUM=56.0；FEATURE_GRADE_MIN_SCORE=76.0,infer
study_infer_serving_request,pjxyqxbj765,2023-2024-2,study,0.026650252022614326,0.0,0.0,0.026650252022614326,base_only_confident,high_conf_negative,False,False,0.026650252022614326,,0.026650252022614326,0.026650252022614326,0.9466994959547713,low,core_only,core_stable,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_GRADE_AVG_SCORE,79.8,FEATURE_COURSE_CREDIT_SUM,54.0,FEATURE_GRADE_MIN_SCORE,66.0,join_failure_or_low_coverage,本次推理为 core_only 模式，核心学习分 0.0267，最终分 0.0267，主要特征为 FEATURE_GRADE_AVG_SCORE=79.8；FEATURE_COURSE_CREDIT_SUM=54.0；FEATURE_GRADE_MIN_SCORE=66.0；质量提醒：feature family join likely failed or source coverage too low,infer
study_infer_serving_request,pjxyqxbj769,2023-2024-2,study,0.42179070548238606,0.0,0.0,0.42179070548238606,middle_zone_base_only,middle_correction,False,False,0.42179070548238606,,0.42179070548238606,0.42179070548238606,0.15641858903522787,low,core_only,core_stable,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_COURSE_CREDIT_SUM,108.0,FEATURE_GRADE_AVG_SCORE,78.41666666666667,FEATURE_GRADE_MIN_SCORE,63.0,join_failure_or_low_coverage,本次推理为 core_only 模式，核心学习分 0.4218，最终分 0.4218，主要特征为 FEATURE_COURSE_CREDIT_SUM=108.0；FEATURE_GRADE_AVG_SCORE=78.41666666666667；FEATURE_GRADE_MIN_SCORE=63.0；质量提醒：feature family join likely failed or source coverage too low,infer
study_infer_serving_request,pjxyqxbj399,2024-2025-2,study,0.1134730139964271,0.0,0.0,0.1134730139964271,base_only_confident,high_conf_negative,False,False,0.1134730139964271,,0.1134730139964271,0.1134730139964271,0.7730539720071458,low,core_only,core_stable,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_GRADE_AVG_SCORE,68.55555555555556,FEATURE_COURSE_CREDIT_SUM,54.0,FEATURE_GRADE_CREDIT_SUM,30.2,join_failure_or_low_coverage,本次推理为 core_only 模式，核心学习分 0.1135，最终分 0.1135，主要特征为 FEATURE_GRADE_AVG_SCORE=68.55555555555556；FEATURE_COURSE_CREDIT_SUM=54.0；FEATURE_GRADE_CREDIT_SUM=30.2；质量提醒：feature family join likely failed or source coverage too low,infer
study_infer_serving_request,pjxyqxbj973,2023-2024-2,study,0.015608725576355204,0.0,0.0,0.015608725576355204,base_only_confident,high_conf_negative,False,False,0.015608725576355204,,0.015608725576355204,0.015608725576355204,0.9687825488472896,low,core_only,core_stable,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_GRADE_AVG_SCORE,79.6,FEATURE_COURSE_CREDIT_SUM,52.0,FEATURE_GRADE_MIN_SCORE,66.0,join_failure_or_low_coverage,本次推理为 core_only 模式，核心学习分 0.0156，最终分 0.0156，主要特征为 FEATURE_GRADE_AVG_SCORE=79.6；FEATURE_COURSE_CREDIT_SUM=52.0；FEATURE_GRADE_MIN_SCORE=66.0；质量提醒：feature family join likely failed or source coverage too low,infer
study_infer_serving_request,pjxyqxbj972,2023-2024-2,study,0.02748258941232054,0.0,0.0,0.02748258941232054,base_only_confident,high_conf_negative,False,False,0.02748258941232054,,0.02748258941232054,0.02748258941232054,0.945034821175359,low,core_only,core_stable,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_GRADE_AVG_SCORE,80.2,FEATURE_COURSE_CREDIT_SUM,54.0,FEATURE_GRADE_MIN_SCORE,66.0,join_failure_or_low_coverage,本次推理为 core_only 模式，核心学习分 0.0275，最终分 0.0275，主要特征为 FEATURE_GRADE_AVG_SCORE=80.2；FEATURE_COURSE_CREDIT_SUM=54.0；FEATURE_GRADE_MIN_SCORE=66.0；质量提醒：feature family join likely failed or source coverage too low,infer
study_infer_serving_request,pjxyqxbj969,2023-2024-2,study,0.02591418522318061,0.0,0.0,0.02591418522318061,base_only_confident,high_conf_negative,False,False,0.02591418522318061,,0.02591418522318061,0.02591418522318061,0.9481716295536388,low,core_only,core_stable,study_v1,study_feature_v1,LightGBMClassifier,layered_core_behavior,FEATURE_GRADE_AVG_SCORE,78.6,FEATURE_COURSE_CREDIT_SUM,54.0,FEATURE_GRADE_MIN_SCORE,66.0,join_failure_or_low_coverage,本次推理为 core_only 模式，核心学习分 0.0259，最终分 0.0259，主要特征为 FEATURE_GRADE_AVG_SCORE=78.6；FEATURE_COURSE_CREDIT_SUM=54.0；FEATURE_GRADE_MIN_SCORE=66.0；质量提醒：feature family join likely failed or source coverage too low,infer
